Acronym,Level of User,Measure of:,Name,Item,Item Name,Edition Number,Ages,Number of Items,Location,Ordering Company,IsArchived
CPRS-93,,Attention/ADHD,Conners' Parent Rating Scale-93 items,Form,Record Form,,,1,,MHS,1
CPS,,Language ,California Phonics Survey,Manual,CPS Manual Forms 1 & 2,,,1,Inside Cabinet,,1
CPS,,Language ,California Phonics Survey,Form,Test Booklet Forms 1 & 2,,,2,Inside Cabinet,,1
CPS,,Language ,California Phonics Survey,Form,Scoring Sheet,,,13,Inside Cabinet,,1
CPS,,Language ,California Phonics Survey,,CPS Low Noise Cassette Tape ,,,1,Inside Cabinet,,1
CPT II,,Attention/ADHD,Conners’ Continuous Performance Test,Manual,"Computer Program for Windows
Technical Guide and Software Manual",2,,1,Inside Cabinet,MHS,1
CRS,,Attention/ADHD,Conners' Rating Scales,Manual,,,,1,Inside Cabinet,MHS,1
CRS-R,,Attention/ADHD,Conners' Rating Scales-Revised,Manual,Technical Manual,,,2,,MHS,1
CSBS DP,,,Communication and Symbolic Behavior Scales Developmental Profile ,Manual,,1,,1,Inside Cabinet,,1
CSSA,,,Children's Scale of Social Attitudes ,Manual,,,,1,Inside Cabinet,,1
CSSA,,,Children's Scale of Social Attitudes ,Form,Opinion Questionnaire ,,,24,Inside Cabinet,,1
CTOPP,C,,Comprehensive Test of Phonological Processing,Manual,Examiner's Manual,,,2,Inside Cabinet,WPS - 2nd ed available,1
CTOPP,C,,Comprehensive Test of Phonological Processing,Book,Picture Book,,,2,Inside Cabinet,WPS - 2nd ed available,1
CTOPP,C,,Comprehensive Test of Phonological Processing,CD,,,,2,Inside Cabinet,WPS - 2nd ed available,1
CTOPP,C,,Comprehensive Test of Phonological Processing,Form,Profile/Examiner Record Booklet,,5 and 6,Around 30,Inside Cabinet,WPS - 2nd ed available,1
CTOPP,C,,Comprehensive Test of Phonological Processing,Form,Profile/Examiner Record Booklet,,7 through 24,1,Inside Cabinet,WPS - 2nd ed available,1
CTRS-R:L,,Attention/ADHD,Conners' Teacher Rating Scale-Revised: Long Version,Form,Record Form,,,Around 50,Inside Cabinet,MHS,1
CTRS-28,,Attention/ADHD,Conners' Teacher Rating Scale-28 items,Form,Record Form,,,1,Inside Cabinet,MHS,1
CTRS-39,,Attention/ADHD,Conners' Teacher Rating Scale-39 items,Form,Record Form,,,1,Inside Cabinet,MHS,1
CVS,,,Crichton Vocabulary Scale ,Manual,"Guide with Progressive Matrices (1974) Sets A, Ab, B",,,1,Inside Cabinet,,1
CVS,,,Crichton Vocabulary Scale ,Form,Record Form,,,3,Inside Cabinet,,1
CVLT,C,,California Verbal Learning Test,Manual,"Research Edition
Adult Version
Version 1",,,1,Inside Cabinet,Pearson - 3rd ed available,1
CVLT,C,,California Verbal Learning Test,Form,"Research Edition
Adult Version",,,Around 25,Inside Cabinet,Pearson - 3rd ed available,1
CWPI,,,Canadian Work Preference Inventory,Manual,Technical Manual,,,1,Inside Cabinet,,1
CWPI,,,Canadian Work Preference Inventory,Manual,Counsellor's Manual,,,1,Inside Cabinet,,1
CWPI,,,Canadian Work Preference Inventory,Book,Job Dictionary ,,,1,Inside Cabinet,,1
CWPI,,,Canadian Work Preference Inventory,Form,Response Booklet,,,Over 100,Inside Cabinet,,1
CWPI,,,Canadian Work Preference Inventory,Form,Profile Worksheet,,,17,Inside Cabinet,,1
DARD,,,Durrell Analysis of Reading Difficulty ,Manual,,,,1,Inside Cabinet,,1
DARD,,,Durrell Analysis of Reading Difficulty ,Book,Reading Paragraphs,,,1,Inside Cabinet,,1
DARD,,,Durrell Analysis of Reading Difficulty ,Form,Case Record,,,1,Inside Cabinet,,1
DARD,,,Durrell Analysis of Reading Difficulty ,Form,Individual Record Booklet,,,13,Inside Cabinet,,1
DARD,,,Durrell Analysis of Reading Difficulty ,Scoring,Tachitoscope ,,,1,Inside Cabinet,,1
DAS ,C,,Differential Ability Scales,Kit,,,,2,Shelf,,1
DAS,C,,Differential Ability Scales,Form,Basic Number Skills,,,15,Inside Cabinet,Pearson - 2nd ed available,1
DAS,C,,Differential Ability Scales,Form,Preschool Record Form,,,15,Inside Cabinet,Pearson - 2nd ed available,1
DAS,C,,Differential Ability Scales,Form,School-Age Record Form,,,6,Inside Cabinet,Pearson - 2nd ed available,1
DAS,C,,Differential Ability Scales,Form,Speed of Information Processing Booklet A,,,7,Inside Cabinet,Pearson - 2nd ed available,1
DAS,C,,Differential Ability Scales,Form,Speed of Information Processing Booklet B,,,8,Inside Cabinet,Pearson - 2nd ed available,1
DAS,C,,Differential Ability Scales,Form,Speed of Information Processing Booklet C,,,9,Inside Cabinet,Pearson - 2nd ed available,1
DAS,C,,Differential Ability Scales,Form,Sequential and Quantitative Reasoning (Set A),,,5,Inside Cabinet,Pearson - 2nd ed available,1
DAS-II,C,,Differential Ability Scales,Kit,,2,2:6 to 17:11,1,Shelf,,1
DISC,,,Diagnostic Inventory for Screening Children,Manual,,1,,1,Inside Cabinet,,1
DISC,,,Diagnostic Inventory for Screening Children,Manual,,2,,1,Inside Cabinet,,1
DISC,,,Diagnostic Inventory for Screening Children,Manual,,4,,1,Inside Cabinet,,1
DISC,,,Diagnostic Inventory for Screening Children,Book,Development of the Psychometric Characteristics ,,,1,Inside Cabinet,,1
DISC,,,Diagnostic Inventory for Screening Children,Manual,Preschool Screen (Draft),,,1,Inside Cabinet,,1
DISC,,,Diagnostic Inventory for Screening Children,Form,Record Form,4,,1,Inside Cabinet,,1
DISC,,,Diagnostic Inventory for Screening Children,Form,Preschool Screen Record Form ,,,2,Inside Cabinet,,1
DMI,,,Defense Mechanisms Inventory,Kit,"Manual; male & female test booklets for Adolescent Youth (Y), Adults (A), and the Elderly (E); 25 amswer sheets; male & female profile sheets for college students & general adults; instructions for hand scoring; scoring key; scoring templates; bibliography",,,1,Inside Cabinet,,1
Dominion Tests,,Language,"The Dominion Tests 
Achievement Tests in Silent Reading",Manual,"Manual of Directions and Keys 
Primary, Grade 1 
Type I and II",,,1,Inside Cabinet,,1
Dominion Tests,,Language,"The Dominion Tests 
Achievement Tests in Silent Reading",Manual,"Type IV: Diagnostic Test in Word Recognition 
Part I (Directions for Administration)
Revised Edition 1950",,,1,Inside Cabinet,,1
Dominion Tests,,Language,"The Dominion Tests 
Achievement Tests in Silent Reading",Manual,"Type IV: Diagnostic Test in Word Recognition 
Part II (Interpretation of Results)
Revised Edition 1950",,,1,Inside Cabinet,,1
Dominion Tests,,Language,"The Dominion Tests 
Achievement Tests in Silent Reading",Form,"Response Booklet
Grade 1
Type IV - Diagnostic Test in Word Recognition",,,1,Inside Cabinet,,1
Dominion Tests,,Language,"The Dominion Tests 
Achievement Tests in Silent Reading",Form,"Response Booklet
Grade 2
Type II - Diagnostic Test in Paragraph Reading",,,1,Inside Cabinet,,1
Dominion Tests,,Language,"The Dominion Tests 
Achievement Tests in Silent Reading",Form,"Response Booklet
Grades 2 and 3
Type I - Vocabulary",,,1,Inside Cabinet,,1
Dominion Tests,,Language,"The Dominion Tests 
Quick-Scoring Group Test of Learning Capacity",Book,"Form A
Intermediate - Grades 7, 8, 9",,,1,Inside Cabinet,,1
Dominion Tests,,Language,"The Dominion Tests 
Quick-Scoring Group Test of Learning Capacity",Form,"Form A
Answer Sheet 
Intermediate - Grades 7, 8, 9",,,1,Inside Cabinet,,1
Dominion Tests,,Language,"The Dominion Tests 
Quick-Scoring Group Test of Learning Capacity",Book,"Form A
Advanced - Grade 10 to Adult",,,1,Inside Cabinet,,1
Dominion Tests,,Language,"The Dominion Tests 
Quick-Scoring Group Test of Learning Capacity",Form,"Form A
Answer Sheet
Advanced - Grade 10 to Adult",,,1,Inside Cabinet,,1
Dominion Tests,,Language,"The Dominion Tests 
Quick-Scoring Group Test of Learning Capacity",Book,"Form B
Intermediate - Grades 7, 8, 9",,,1,Inside Cabinet,,1
Dominion Tests,,Language,"The Dominion Tests 
Quick-Scoring Group Test of Learning Capacity",Form,"Form B
Answer Sheet
Intermediate - Grades 7, 8, 10",,,1,Inside Cabinet,,1
Dominion Tests,,Language,"The Dominion Tests 
Quick-Scoring Group Test of Learning Capacity",Book,"Form B
Advanced - Grade 10 to Adult",,,1,Inside Cabinet,,1
Dominion Tests,,Language,"The Dominion Tests 
Quick-Scoring Group Test of Learning Capacity",Form,"Form B
Answer Sheet
Advanced - Grade 10 to Adult",,,1,Inside Cabinet,,1
Dominion Tests,,Language,"The Dominion Tests 
Survey Test of Arithmetic Fundamentals ",Manual,Grades 5-8,,,2,Inside Cabinet,,1
Dominion Tests,,Language,"The Dominion Tests 
Survey Test of Arithmetic Fundamentals ",Manual,"Grades 3-5
1958 Edition",,,1,Inside Cabinet,,1
Dominion Tests,,Language,"The Dominion Tests 
Survey Test of Arithmetic Fundamentals ",Form,Form A,,,,Inside Cabinet,,1
Dominion Tests,,Language,"The Dominion Tests 
Survey Test of Arithmetic Fundamentals ",Form,Form B,,,,Inside Cabinet,,1
DTS,B,Trauma,Davidson Trauma Scale,Manual,,,,1,Inside Cabinet,MHS,1
DTS,B,Trauma,Davidson Trauma Scale,Form,Record Form,,,Around 20,Inside Cabinet,MHS,1
ECAD,,,Early Childhood Products for Assessment and Development 1988 Catalog,Book,,,,1,Inside Cabinet,,1
EDI-2,B,Eating Disorder,Eating Disorder Inventory,Manual,Professional Manual,2,,1,Inside Cabinet,PAR - 3rd ed available,1
EDI-2,B,Eating Disorder,Eating Disorder Inventory,Form,Answer Sheet,2,,Around 20,Inside Cabinet,PAR - 3rd ed available,1
EPI:R,,Personality,"Edwards Personality Inventory, Revised Edition ",Manual,,,,1,Inside Cabinet,,1
EPI:R,,Personality,"Edwards Personality Inventory, Revised Edition ",Book,Test Booklet,,,Around 25,Inside Cabinet,,1
EPI:R,,Personality,"Edwards Personality Inventory, Revised Edition ",Form,Answer Sheet,,,Over 50,Inside Cabinet,,1
EPI:R,,Personality,"Edwards Personality Inventory, Revised Edition ",Form,Profile Sheet,,,Over 50,Inside Cabinet,,1
Frostig,,Visual-Motor,Frostig Program for the Development of Visual Perception,Manual,Teacher's Guide ,,3 to 9,1,Inside Cabinet,,1
Frostig,,Visual-Motor,Frostig Program for the Development of Visual Perception,Manual,"Administration and Scoring Manual, Revised 1966",,3 to 9,1,Inside Cabinet,,1
Frostig,,Visual-Motor,Frostig Program for the Development of Visual Perception,Form,Answer Sheet,3,3 to 9,4,Inside Cabinet,,1
FSSCT,B,Personality - Projective,Forer Structured Sentence Completion Test,Manual,,,10-18 and Adults,3,Inside Cabinet,,1
FSSCT,B,Personality - Projective,Forer Structured Sentence Completion Test,Form,Form B ,,10-18 and Adults,8,Inside Cabinet,,1
FSSCT,B,Personality - Projective,Forer Structured Sentence Completion Test,Form,"Checklist and Clinical Evaluation 
Adult Form",,10-18 and Adults,13,Inside Cabinet,,1
FSSCT,B,Personality - Projective,Forer Structured Sentence Completion Test,Form,Form G,,10-18 and Adults,5,Inside Cabinet,,1
FSSCT,B,Personality - Projective,Forer Structured Sentence Completion Test,Form,Form M,,10-18 and Adults,3,Inside Cabinet,,1
Gates-Russel,,,Gates-Russel Spelling Diagnostic Tests,Form,,,,2,Inside Cabinet,,1
GATB,,Vocational ,General Aptitude Test Battery ,Manual,Section I: Administration and Scoring,,,2,Inside Cabinet,,1
GATB,,Vocational ,General Aptitude Test Battery ,Manual,"Section II: Norms 
Occupational Aptitude Pattern Structure ",,,1,Inside Cabinet,,1
GATB,,Vocational ,General Aptitude Test Battery ,Manual,"Section IV: Norms 
Specific Occupations",,,2,Inside Cabinet,,1
GATB,,Vocational ,General Aptitude Test Battery ,Book,"Book I
Form B",,,4,Inside Cabinet,,1
GATB,,Vocational ,General Aptitude Test Battery ,Book,"Book II
Form B",,,3,Inside Cabinet,,1
GATB,,Vocational ,General Aptitude Test Battery ,Book,"Test Booklet
Form A Book 2
1986 Edition",,,1,Inside Cabinet,,1
GATB,,Vocational ,General Aptitude Test Battery ,Book,Test Booklet,,,3,Inside Cabinet,,1
GATB,,Vocational ,General Aptitude Test Battery ,Form,"Answer Sheet
B-1002",,,Over 30,Inside Cabinet,,1
GATB,,Vocational ,General Aptitude Test Battery ,Form,"Answer Sheet (Parts 1-7)
Form B",,,Around 20,Inside Cabinet,,1
GATB,,Vocational ,General Aptitude Test Battery ,Form,"Hand Scorable, Form A",,,Around 30,Inside Cabinet,,1
GATB,,Vocational ,General Aptitude Test Battery ,Form,Individual Aptitude Profile,,,Over 70,Inside Cabinet,,1
GATB,,Vocational ,General Aptitude Test Battery ,Form,"Answer Sheet
Part 8, Part k",,,Over 50,Inside Cabinet,,1
GATB,,Vocational ,General Aptitude Test Battery ,Form,Indicator Sheet,,,13,Inside Cabinet,,1
GFW,,,Goldman-Fristoe-Woodcock Sound-Symbol Tests,Kit,"Auditory Skills Test Battery
Tests 1-7, test tape, response forms",,,1,Inside Cabinet,,1
GHQ,,,General Health Questionnaire,Book,Instructions and questions for answer sheet,,,1,Inside Cabinet,Publisher - NFER-Nelson,1
GHQ,,,General Health Questionnaire,Form,Answer sheet,,,2,Inside Cabinet,Publisher - NFER-Nelson,1
GHQ-30,,,General Health Questionnaire,Form,Record Form,,,Around 20,Inside Cabinet,Publisher - NFER-Nelson,1
GMRT,,,Gates-MacGinitie Reading Tests,Manual,Technical Manual,,,1,Inside Cabinet,,1
GMRT,,,Gates-MacGinitie Reading Tests,Manual,"Teacher's Manual, Hand Scored Edition (Forms 1, 2, 3)
Survey D 
Speed & Accurary, Vocabulary, Comprehension for Grades 4 through 6",,,1,Inside Cabinet,,1
GMRT,,,Gates-MacGinitie Reading Tests,Form,"Scoring Key
Survey D - Form 1",,,1,Inside Cabinet,,1
GMRT,,,Gates-MacGinitie Reading Tests,Form,Pupil Record Booklet Form 1,,,2,Inside Cabinet,,1
GMRT,,,Gates-MacGinitie Reading Tests,Form,Pupil Record Booklet Form 2,,,2,Inside Cabinet,,1
GMRT,,,Gates-MacGinitie Reading Tests,Form,"Hand-Scored Edition
Survey D, Form 1",,,1,Inside Cabinet,,1
GMRT,,,Gates-MacGinitie Reading Tests,Form,"Hand-Scored Edition
Survey E, Form 1",,,1,Inside Cabinet,,1
GMRT,,,Gates-MacGinitie Reading Tests,Form,"Hand-Scored Edition
Survey F, Form 1",,,1,Inside Cabinet,,1
GMRT,,,Gates-MacGinitie Reading Tests,Form,"Hand-Scored Edition
Primary B, Form 2",,,1,Inside Cabinet,,1
GMRT,,,Gates-MacGinitie Reading Tests,Form,"Class Record Sheet
Survey D, E or F",,,1,Inside Cabinet,,1
GORT,,,Gray Oral Reading Test,Book,"Reading Passages
Form A",,,1,Inside Cabinet,,1
GORT,,,Gray Oral Reading Test,Manual,"Manual of Directions for Administering, Scoring, and Interpreting, Revised",,,1,Inside Cabinet,,1
GORT,,,Gray Oral Reading Test,Form,"Examiners Booklet for GORT 
Form A",,,5,Inside Cabinet,,1
GPT,B,Visual-Motor,Grooved Pegboard Test,Kit,"Manual and testing materials
Model 32025",,,1,,Lafayette Instrument,1
GRASSI,,,GRASSI Basic Cognitive Evaluation,Book,Identification of Developmental Deficits,,,1,Inside Cabinet,,1
GRASSI,,,GRASSI Basic Cognitive Evaluation,Book,Informational Data,,,1,Inside Cabinet,,1
GRASSI,,,GRASSI Basic Cognitive Evaluation,Form,Answer Sheet,,,4,Inside Cabinet,,1
GZTS,,,Guilford-Zimmerman Temperament Survey,Book,Test Sheet,,,2,Inside Cabinet,,1
GZTS,,,Guilford-Zimmerman Temperament Survey,Form,Temperament Map (R-Gram),,,Over 50,Inside Cabinet,,1
HPC for Women,,,Health Problems Checklist for Women,Form,Record Form,,,Around 20,Inside Cabinet,PAR,1
HPC for Men,,,Health Problems Checklist for Men,Form,Record Form,,,Around 20,Inside Cabinet,PAR,1
HSPQ,,Personality,High School Personality Questionnaire,Manual,Manual and Norms for the HSPQ,,,1,Inside Cabinet,Publisher - IPAT,1
HSPQ,,Personality,High School Personality Questionnaire,Manual,Manual for the HSPQ with Bibliographic Supplement,,,1,Inside Cabinet,,1
HSPQ,,Personality,High School Personality Questionnaire,Manual,Manual for the HSPQ Jr.-Sr.,,12 through 18,1,Inside Cabinet,,1
HSPQ,,Personality,High School Personality Questionnaire,Book,Handbook for the HSPQ Jr.-Sr.,,12 through 18,1,Inside Cabinet,,1
HSPQ,,Personality,High School Personality Questionnaire,Book,Tabular Supplement with Norms for the 1968-69 Edition,,12 through 18,3,Inside Cabinet,,1
HSPQ,,Personality,High School Personality Questionnaire,Book,Handbook for the HSPQ Forms A and B,2,12 through 18,2,Inside Cabinet,,1
HSPQ,,Personality,High School Personality Questionnaire,Form,Form A Jr.-Sr. 1968-69 Edition,,12 through 18,11,Inside Cabinet,,1
HSPQ,,Personality,High School Personality Questionnaire,Form,Form B Jr.-Sr. 1968-69 Edition,,12 through 18,1,Inside Cabinet,,1
HSPQ,,Personality,High School Personality Questionnaire,Form,Test Profile Jr.-Sr.,,12 through 18,Around 20,Inside Cabinet,,1
HSPQ,,Personality,High School Personality Questionnaire,Form,"Test Profile Jr.-Sr. for Forms A, B, C or D, 1962, 1963, 1968-69 Editions",,12 through 18,8,Inside Cabinet,,1
HSPQ,,Personality,High School Personality Questionnaire,Form,Answer Sheet,,12 through 18,Over 30,Inside Cabinet,,1
HSPQ,,Personality,High School Personality Questionnaire,Book,Supplement of Norms for the New Three-Alternative Response of the HSPQ Jr.-Sr.,,12 through 18,3,Inside Cabinet,,1
HSPQ,,Personality,High School Personality Questionnaire,Book,HSPQ in Learning Disability Assessment,,,1,Inside Cabinet,,1
HVOT,,,Hooper Visual Organization Test,Manual,,,,1,Inside Cabinet,,1
HVOT,,,Hooper Visual Organization Test,Form,Protocol Booklet ,,,20,Inside Cabinet,,1
HVOT ,,,Hooper Visual Organization Test,,Answer Sheet,,,Around 30,Inside Cabinet,,1
IPAT-ASQ,,,Institute for Personality and Ability Testing Anxiety Scale Questionnaire ,Form,Self Analysis Form,,,Over 30,Inside Cabinet,,1
IPAT CFIT,,,Institude for Personality and Ability Testing Culture Fair Intelligence Test,Manual,Manual for the Culture Fair Intelligence Test Scale 2,,8 to 13,1,Inside Cabinet,,1
IPAT CFIT,,,Institude for Personality and Ability Testing Culture Fair Intelligence Test,Form,Test of g: Culture Fair (or FREE) Scale 1,,8 to 13,2,Inside Cabinet,,1
IPAT CFIT,,,Institude for Personality and Ability Testing Culture Fair Intelligence Test,Book,"Handbook for the Individual or Group 
Scale 2 
Forms A and B",,8 to 13,1,Inside Cabinet,,1
IPAT CFIT,,,Institude for Personality and Ability Testing Culture Fair Intelligence Test,Form,"Test of g: Culture Fair 
Scale 2, Form A",,8 to 13,1,Inside Cabinet,,1
IPAT CFIT,,,Institude for Personality and Ability Testing Culture Fair Intelligence Test,Form,"Test of g: Culture Fair 
Scale 2, Form B",,8 to 13,1,Inside Cabinet,,1
IPAT CFIT,,,Institude for Personality and Ability Testing Culture Fair Intelligence Test,Form,"Answer Sheet
Test of g: Culture Fair 
Scale 2",,8 to 13,1,Inside Cabinet,,1
IPAT DS,,,"Institute for Personality and Ability Testing 
Depression Scale",Book,Handbook for the IPAT DS,,8 to 13,1,Inside Cabinet,,1
ISCS,,,Inferred Self-Concept Scale,Manual,,,,1,Inside Cabinet,,1
Ishihara CB Test,,,"Ishihara Tests for Colour-Blindness, 24 Plates Edition",Scoring,,,,1,Inside Cabinet,,1
ISRT,,,Iowa Silent Reading Tests ,Manual,"Manual of Directions 
Level 1 (Green)",,11 to 15,1,Inside Cabinet,,1
ISRT,,,Iowa Silent Reading Tests ,Book,"Test Booklet 
Level 1 (Green), Form E",,11 to 15,1,Inside Cabinet,,1
ISRT,,,Iowa Silent Reading Tests ,Form,"Class Record 
Level 1 (Green)",,11 to 15,1,Inside Cabinet,,1
ISRT,,,Iowa Silent Reading Tests ,Form,"MRC Answer Folder
Level 1 (Green), Form E",,11 to 15,1,Inside Cabinet,,1
ISRT,,,Iowa Silent Reading Tests ,Scoring,"Hand Scorable Answer Folder
Level 1 (Green), Form E",,11 to 15,1,Inside Cabinet,,1
ISRT,,,Iowa Silent Reading Tests ,Form,"Pupil Profile 
Level 1 (Green)",,11 to 15,1,Inside Cabinet,,1
ISRT,,,Iowa Silent Reading Tests ,Manual,"Manual of Directions 
Level 2 (Blue)",,highschool and community college,1,Inside Cabinet,,1
ISRT,,,Iowa Silent Reading Tests ,Book,"Test Booklet 
Level 2 (Blue), Form E",,highschool and community college,1,Inside Cabinet,,1
ISRT,,,Iowa Silent Reading Tests ,Form,"Class Record 
Level 2 (Blue)",,highschool and community college,1,Inside Cabinet,,1
ISRT,,,Iowa Silent Reading Tests ,Form,"MRC Answer Folder
Level 2 (Blue), Form E",,highschool and community college,1,Inside Cabinet,,1
ISRT,,,Iowa Silent Reading Tests ,Scoring,"Hand Scorable Answer Folder
Level 2 (Blue), Form E",,highschool and community college,1,Inside Cabinet,,1
ISRT,,,Iowa Silent Reading Tests ,Form,"Pupil Profile 
Level 2 (Blue)",,highschool and community college,1,Inside Cabinet,,1
JI and JBC,,,Jesness Inventory and Jesness Behaviour Checklist,Kit,"JBC Manual, Classifying Juvenile Offenders - Sequential I-Level Classification Manual, JBC Profile Sheets JBC Self-Appraisal Forms, JBC Observer Forms, JI Form G, JI answer sheets, scoring templates",,,1,Inside Cabinet,MHS,1
KD Proneness Scale,,,KD Proneness Scale and Checklist ,Manual,Manual of Directions (Revised),,,1,Inside Cabinet,,1
KD Proneness Scale,,,KD Proneness Scale and Checklist,Form,Scale ,,,1,Inside Cabinet,,1
KD Proneness Scale,,,KD Proneness Scale and Checklist ,Form,Checklist ,,,1,Inside Cabinet,,1
KPR-P,,,Kuder Preference Record Personal,Form,Form AH,,,6,Inside Cabinet,,1
KPR-P,,,Kuder Preference Record Personal,Manual,"Examiner Manual
Form A",,,2,Inside Cabinet,,1
KPR-P,,,Kuder Preference Record Personal,Scoring,"Self Scoring Answer PAD
Form AH",,,Around 30,Inside Cabinet,,1
KPR-P,,,Kuder Preference Record Personal,Form,"Profile Sheet
Form A
boys and girls",,,Around 15,Inside Cabinet,,1
KPR-P,,,Kuder Preference Record Personal,Form,"Profile Sheet
Form A
men and women",,,Around 20,Inside Cabinet,,1
KPR-V,,Vocational,Kuder Preference Record Vocational,Form,"Profile Sheet 
Forms CH, CM
men and women",,,3,Inside Cabinet,,1
KPR-V,,Vocational,Kuder Preference Record Vocational,Manual,Memorandum of Instructions,,,1,Inside Cabinet,,1
KPR-V,,Vocational,Kuder Preference Record Vocational,Form,Form CP,,,1,Inside Cabinet,,1
LSAT,,Language,"Language Sampling, Analysis, and Training: Sequence of Language Acquisition",Manual,Handbook for Teachers and Clinicians ,,,1,Inside Cabinet,,1
LSAT,,Language,"Language Sampling, Analysis, and Training: Sequence of Language Acquisition",Form,Noun and Verb Phrase Constituents ,,,1,Inside Cabinet,,1
LSAT,,Language,"Language Sampling, Analysis, and Training: Sequence of Language Acquisition",Form,Baseline Analysis,,,1,Inside Cabinet,,1
LSAT,,Language,"Language Sampling, Analysis, and Training: Sequence of Language Acquisition",Form,Word/Morpheme Tally & Summary,,,1,Inside Cabinet,,1
LSAT,,Language,"Language Sampling, Analysis, and Training: Sequence of Language Acquisition",Form,Transcription Sheets,,,1,Inside Cabinet,,1
LDE,,Visual-Motor,Lateral Dominance Examination,Form,Answer Sheet,,,Over 100,Inside Cabinet,,1
L-NCB,,,Luria-Nebraska Children's Battery ,Form,Standardized Luria Neuropsychological Battery ,,8-12,1,Inside Cabinet,,1
L-NCB,,,Luria-Nebraska Children's Battery ,Book,Theory and Initial Formulation,,8-12,1,Inside Cabinet,,1
L-NCB,,,Luria-Nebraska Children's Battery ,Book,Experimental Scoring Criteria,,8-12,1,Inside Cabinet,,1
L-NCB,,,Luria-Nebraska Children's Battery ,Book,T-Score Conversion,,8-12,1,Inside Cabinet,,1
MAB,C,,Multidimensional Aptitude Battery,Manual,,,,1,Inside Cabinet,SIGMA - 2nd ed available,1
MAB,C,,Multidimensional Aptitude Battery,Book,"Multidimensional Aptitude Battery-Form L
Performance",,,1,Inside Cabinet,SIGMA - 2nd ed available,1
MAB,C,,Multidimensional Aptitude Battery,Book,"Multidimensional Aptitude Battery-Form L
Verbal",,,1,Inside Cabinet,SIGMA - 2nd ed available,1
MAB,C,,Multidimensional Aptitude Battery,Form,Multidimensional Aptitude Battery - Performance,,,2,Inside Cabinet,SIGMA - 2nd ed available,1
MAB,C,,Multidimensional Aptitude Battery,Form,Multidimensional Aptitude Battery - Verbal,,,2,Inside Cabinet,SIGMA - 2nd ed available,1
MacArthur-Bates CDI,,,MacArthur-Bates Communicative Development Inventories,Form,Words and Sentences Record Form,,,1,Inside Cabinet,Brookes Publishing - 3rd ed available,1
MacArthur-Bates CDI,,,MacArthur-Bates Communicative Development Inventories,Form,Words and Gestures Record Form,,,14,Inside Cabinet,Brookes Publishing - 3rd ed available,1
MacArthur-Bates CDI,,,MacArthur-Bates Communicative Development Inventories,Manual,User's Guide and Technical Manual,2,,1,Inside Cabinet,Brookes Publishing - 3rd ed available,1
MASC,B,Mood/Anxiety,Multidimensional Anxiety Scale for Children,Manual,Technical Manual,,,1,Inside Cabinet,MHS - 2nd ed available,1
MASC,B,Mood/Anxiety,Multidimensional Anxiety Scale for Children,Form,Record Form,,,1,Inside Cabinet,MHS - 2nd ed available,1
MBTI,,Personality,Myers-Briggs Type Indicator,Manual,,,,1,Inside Cabinet,,1
MBTI,,Personality,Myers-Briggs Type Indicator,Book,"Form G Booklet 
Directions",,,2,Inside Cabinet,,1
MBTI,,Personality,Myers-Briggs Type Indicator,Form,Form G - Self Scorable Question Booklet ,,,1,Inside Cabinet,,1
MBTI,,Personality,Myers-Briggs Type Indicator,Form,Form G - Self Scorable Report Form,,,5,Inside Cabinet,,1
MBTI,,Personality,Myers-Briggs Type Indicator,Form,Report Form for MBTI,,,Over 50,Inside Cabinet,,1
MBTI,,Personality,Myers-Briggs Type Indicator,Book,"Form F 
Directions",,,11,Inside Cabinet,,1
MBTI,,Personality,Myers-Briggs Type Indicator,Book,MBTI Voicemail,,,1,Inside Cabinet,,1
MCI,,,Minnesota Counseling Inventory,Manual,,,,1,Inside Cabinet,,1
MCI,,,Minnesota Counseling Inventory,Book,Test Sheet,,,1,Inside Cabinet,,1
MCI,,,Minnesota Counseling Inventory,Form,Profile Sheet,,,9,Inside Cabinet,,1
MCMI-III,C,,Millon Clinical Multiaxial Inventory-III,Manual,,2,,1,Inside Cabinet,Pearson - 4th ed available,1
MCRE,,,Mother-Child Relationship Evaluation,Manual,,,,1,Inside Cabinet,,1
MCRE,,,Mother-Child Relationship Evaluation,Form,Relationship Profile,,,9,Inside Cabinet,,1
MFD,,Memory,Memory-for-Designs Test,Manual,"Memory-for-Designs 
Test: Revised General Manual",,,1,Inside Cabinet,Publisher - Psychological Test Specialists,1
MFF,,,Matching Familiar Figures,Kit,"Report/scoring instructions, score sheet, testing binder",,,1,Inside Cabinet,N/A,1
MMPI-A(RF),,Personality ,Minnesota Multiphasic Personality Inventory-Adolescent Restructured Form,Scoring,,,,,Inside Cabinet,,1
MPS ,,,Minnesota Preschool Scale,Manual,,,,1,Inside Cabinet,,1
MPS ,,,Minnesota Preschool Scale,Form,"Form A
Individual Record",,,3,Inside Cabinet,,1
MPSMT,,,Merrill-Palmer Scale of Mental Tests,Manual,Guide for Administering,,,1,Inside Cabinet,,1
MPSMT,,,Merrill-Palmer Scale of Mental Tests,Form,Answer Sheet,,,1,Inside Cabinet,,1
MPT,,,Matching Pictures Test,Scoring,,,,Over 100,Inside Cabinet,,1
MRMT,,,Money Road-Map Test,Manual,A Standardized Road-Map Test of Direction Sense,,,1,Inside Cabinet,,1
